node	isRegulator	AnimalTFDB	RegNetwork
CD38	-	-	-
LRP1	-	-	-
LRP1B	-	-	-
LRPAP1	-	-	-
PPP2R2C	-	-	-
RAB28	-	-	-
PGM2	-	-	-
PRPS1L1	-	-	-
SNX17	-	-	-
NRBP1	-	-	-
CWH43	-	-	-
YIPF6	-	-	-
EMILIN1	-	-	-
SEPSECS	-	-	-
PSTK	-	-	-
PI4K2B	-	-	-
LIAS	-	-	-
UGDH	-	-	-
AMDHD2	-	-	-
GABRG1	-	-	-
GABRA4	-	-	-
UCHL1	-	-	-
BMX	-	-	-
PIGG	-	-	-
SULT1E1	-	-	-
TGFBR2	-	-	-
AGPAT9	-	-	-
CDS1	-	-	-
CRYBA1	-	-	-
MPHOSPH9	-	-	-
RAPSN	-	-	-
IPO13	-	-	-
IPO8	-	-	-
IPO11	-	-	-
IPO7	-	-	-
B3GNT4	-	-	-
VIPAS39	-	-	-
VPS33A	-	-	-
HGD	-	-	-
MAPK6	-	-	-
MAPKAPK5	-	-	-
IFT81	-	-	-
ANXA3	-	-	-
MAP1LC3B	-	-	-
TBC1D14	-	-	-
DENND1B	-	-	-
PLA2G1B	-	-	-
SRPK1	-	-	-
CABP1	-	-	-
FOXA3	+	TF	+
SNX8	-	-	-
MT2	-	-	-
H2-AA	-	-	-
H2-EB2	-	-	-
FOXP2	+	TF	-
MMAA	-	-	-
MMAB	-	-	-
SDSL	-	-	-
RASAL1	-	-	-
GNG10	-	-	-
FNTB	-	-	-
GNG7	-	-	-
NCKIPSD	-	-	-
NOSTRIN	-	-	-
PACSIN1	-	-	-
WASL	-	-	-
PACSIN2	-	-	-
WASF2	-	-	-
ARPC5L	-	-	-
SNX18	-	-	-
COPS8	-	-	-
AASS	-	-	-
NEUROG3	+	TF	+
GIGYF1	-	-	-
POP7	-	-	-
HIBADH	-	-	-
ALDH6A1	-	-	-
CPA1	-	-	-
CELA2A	-	-	-
HERC6	-	-	-
ABCG2	-	-	-
ABCC1	-	-	-
SRSF10	-	-	-
GRM8	-	-	-
GRM4	-	-	-
KL	-	-	-
TRPV5	-	-	-
S100A10	-	-	-
FBXL14	-	-	-
F9	-	-	-
MAGT1	-	-	-
PROK2	-	-	-
DPCD	-	-	-
LMX1B	+	TF	+
USP11	-	-	-
CETN1	-	-	-
CETN4	-	-	-
ARSI	-	-	-
ARSB	-	-	-
ARSJ	-	-	-
ARSK	-	-	-
SUMF1	-	-	-
CALM4	-	-	-
CALML3	-	-	-
BHLHE40	+	TF	+
DOK4	-	-	-
RET	-	-	-
DOK6	-	-	-
CLEC4E	-	-	-
KLRK1	-	-	-
HCST	-	-	-
CLEC2H	-	-	-
CLEC2I	-	-	-
CLEC1B	-	-	-
KLRC1	-	-	-
KLRA7	-	-	-
DKK3	-	-	-
KREMEN2	-	-	-
DDX47	-	-	-
PLCZ1	-	-	-
ABCB11	-	-	-
GYS2	-	-	-
ABCC9	-	-	-
BCAT1	-	-	-
NTHL1	-	-	-
CAMK1	-	-	-
ST3GAL5	-	-	-
FLCN	-	-	-
PGAP1	-	-	-
RHO	-	-	-
PPEF1	-	-	-
FCHO1	-	-	-
BAG4	-	-	-
PRMT8	-	-	-
BAAT	-	-	-
PFN2	-	-	-
SLIT2	-	-	-
DMWD	-	-	-
PGLYRP1	-	-	-
TUBGCP4	-	-	-
TUBGCP5	-	-	-
KCTD15	-	-	-
PRMT3	-	-	-
DIEXF	-	-	-
NR2F2	+	TF	-
NOX4	-	-	-
TYROBP	-	-	-
TREM1	-	-	-
TREM3	-	-	-
CD200R1	-	-	-
KLRC3	-	-	-
CD300LB	-	-	-
FCER1G	-	-	-
SIRPB1B	-	-	-
AF251705	-	-	-
SIRPB1A	-	-	-
SIRPA	-	-	-
GM9733	-	-	-
KLRC2	-	-	-
CLEC5A	-	-	-
FBXO17	-	-	-
MRPL41	-	-	-
ME3	-	-	-
SH3GL3	-	-	-
COQ7	-	-	-
RRAGD	-	-	-
B4GALT7	-	-	-
ADM2	-	-	-
CYP2R1	-	-	-
NMNAT3	-	-	-
NMRK1	-	-	-
CDIPT	-	-	-
BICD2	-	-	-
GCC2	-	-	-
ARFRP1	-	-	-
ARL1	-	-	-
DGAT2	-	-	-
PARVA	-	-	-
MBP	-	-	-
MUSK	-	-	-
NLRC4	-	-	-
MEFV	-	-	-
AIM2	-	-	-
MTMR2	-	-	-
TEAD2	+	TF	+
FBXL19	-	-	-
INO80E	-	-	-
FBXO43	-	-	-
NCAPG2	-	-	-
CENPQ	-	-	-
GTSE1	-	-	-
UBE3C	-	-	-
RQCD1	-	-	-
UBFD1	-	-	-
UQCRC2	-	-	-
FERMT2	-	-	-
FERMT1	-	-	-
HPX	-	-	-
CNGA4	-	-	-
HBB-BH1	-	-	-
ORAI2	-	-	-
ITPR2	-	-	-
ORAI3	-	-	-
MKI67	-	-	-
DOCK11	-	-	-
CCDC22	-	-	-
PIM2	-	-	-
FTSJ1	-	-	-
DYNC1LI1	-	-	-
DYNLRB2	-	-	-
DYNLRB1	-	-	-
VBP1	-	-	-
TUBB3	-	-	-
TXNDC9	-	-	-
ALG3	-	-	-
PGK2	-	-	-
ENO4	-	-	-
GAPDHS	-	-	-
RAB27B	-	-	-
CPSF6	-	-	-
NOX1	-	-	-
NCF4	-	-	-
DCX	-	-	-
ALG14	-	-	-
DPAGT1	-	-	-
IL15	-	-	-
IL15RA	-	-	-
DAB2IP	-	-	-
RPS6KA3	-	-	-
ITGB1BP2	-	-	-
MBD2	+	TF	+
NPM1	+	TcF	-
MIS18A	-	-	-
HAUS6	-	-	-
HCFC1	+	TcF	+
MAGEA4	-	-	-
PROZ	-	-	-
GGCX	-	-	-
LAMP1	-	-	-
ATP4A	-	-	-
VPS35	-	-	-
VPS36	-	-	-
VPS25	+	TcF	-
VPS28	-	-	-
VPS26A	-	-	-
UEVLD	-	-	-
ERLIN1	-	-	-
TEK	-	-	-
ERI1	-	-	-
POLB	-	-	-
TIPIN	-	-	-
RAD54B	+	-	+
TRP53BP1	+	-	+
SLX1B	-	-	-
KLHL2	-	-	-
GALNT7	-	-	-
SH3RF1	-	-	-
SALL1	+	TF	+
ATOH7	+	TF	-
VPS26B	-	-	-
SORCS2	-	-	-
TRMT6	-	-	-
SORL1	-	-	-
TRMT61A	-	-	-
SORT1	-	-	-
VPS29	-	-	-
IST1	-	-	-
FIG4	-	-	-
VAC14	-	-	-
PPIP5K1	-	-	-
COG2	-	-	-
SLC12A3	-	-	-
ARL13A	-	-	-
CX3CL1	-	-	-
CCL22	-	-	-
KATNA1	-	-	-
B3GNT3	-	-	-
INSL3	-	-	-
IFI30	-	-	-
HSD17B2	-	-	-
DDX26B	-	-	-
TSNAX	-	-	-
CTRL	-	-	-
DGAT2L6	-	-	-
MOGAT2	-	-	-
AWAT1	-	-	-
PLA2G15	-	-	-
VPS4A	-	-	-
COG5	-	-	-
COG6	-	-	-
COG7	-	-	-
TMEM17	-	-	-
TMEM231	-	-	-
B9D2	-	-	-
CTRB1	-	-	-
ARV1	-	-	-
AGPS	-	-	-
JAM2	-	-	-
JAM3	-	-	-
CADM1	-	-	-
FUT2	-	-	-
DCPS	-	-	-
SRPR	-	-	-
CYP24A1	-	-	-
POU2AF1	+	TcF	+
ALG12	-	-	-
GCH1	-	-	-
ABCA7	-	-	-
RBM27	-	-	-
DSCAML1	-	-	-
PATE4	-	-	-
HINFP	+	TF	-
FEZ1	-	-	-
MYRIP	-	-	-
EXPH5	-	-	-
DOCK6	-	-	-
KHDC3	-	-	-
RSL24D1	-	-	-
ARRDC3	-	-	-
B3GNT2	-	-	-
B3GNT7	-	-	-
ASCL3	+	TF	+
FEM1B	-	-	-
CALML4	-	-	-
GLCE	-	-	-
NBAS	-	-	-
NR2E3	+	TF	+
CRX	+	TF	+
ME1	-	-	-
PCX	-	-	-
LDHD	-	-	-
PGK1	-	-	-
FBXL5	-	-	-
CHRNA3	-	-	-
FBXO22	-	-	-
CLK1	-	-	-
IGSF8	-	-	-
SCARB1	-	-	-
ATP8B2	-	-	-
RBP1	-	-	-
OOEP	-	-	-
RASGRF1	-	-	-
EN2	+	TF	-
PDIA4	-	-	-
CRTAP	-	-	-
PPIB	-	-	-
TIMELESS	+	-	+
PMEPA1	-	-	-
WDR61	-	-	-
XRN1	-	-	-
EDC4	-	-	-
ATP1B3	-	-	-
RASA2	-	-	-
ENTPD3	-	-	-
ENPP1	-	-	-
ENTPD1	-	-	-
STT3B	-	-	-
MRPS22	-	-	-
DIRAS2	-	-	-
DIRAS1	-	-	-
CLDN10	-	-	-
PTGER2	-	-	-
PTGER4	-	-	-
SOX2	+	TF	+
LRRFIP2	-	-	-
FBXL2	-	-	-
LRRFIP1	-	-	-
BECN1	-	-	-
PCCA	-	-	-
MCEE	-	-	-
ACSS3	-	-	-
THTPA	-	-	-
UBA5	-	-	-
AKAP5	-	-	-
ABCG5	-	-	-
HIF1AN	+	-	+
ABI3	-	-	-
ATP1B2	-	-	-
LRRC4	-	-	-
LRRC4C	-	-	-
ACTRT1	-	-	-
CLCN7	-	-	-
CNST	-	-	-
GJB6	-	-	-
PBX3	+	TF	+
SEC24D	-	-	-
SEC24A	-	-	-
MARCH9	-	-	-
MARCH4	-	-	-
MARCH10	-	-	-
MARCH7	-	-	-
MARCH1	-	-	-
MARCH8	-	-	-
MARCH3	-	-	-
MARCH11	-	-	-
DAPK3	-	-	-
PGM5	-	-	-
FCHO2	-	-	-
KY	-	-	-
IPO9	-	-	-
MOSPD3	-	-	-
LMTK2	-	-	-
GALNT11	-	-	-
AKR1D1	-	-	-
VAV2	-	-	-
INTS7	-	-	-
AIPL1	-	-	-
SLC32A1	-	-	-
LPP	-	-	-
PREX1	-	-	-
ARHGAP9	-	-	-
TBATA	-	-	-
INADL	-	-	-
CLDN2	-	-	-
CGN	-	-	-
CLDN16	-	-	-
FBXW4	-	-	-
GSX2	+	TF	+
ACER1	-	-	-
DOCK5	-	-	-
LARS2	-	-	-
TLR8	-	-	-
CTU1	-	-	-
NKX2-2	+	TF	+
CLSTN1	-	-	-
OPA1	-	-	-
HSPB7	-	-	-
EGR3	+	TF	+
SSTR1	-	-	-
PNOC	-	-	-
MBOAT7	-	-	-
D430042O09RIK	-	-	-
KCNJ2	-	-	-
GIT1	-	-	-
CATSPER2	-	-	-
CACNB2	-	-	-
DDX21	-	-	-
UPF2	-	-	-
UPF3A	-	-	-
RPGR	-	-	-
RSF1	+	CRF	+
DUOX1	-	-	-
ATG2B	-	-	-
SPEM1	-	-	-
FBXO8	-	-	-
MRPS21	-	-	-
2810006K23RIK	-	-	-
DTX3L	-	-	-
PARP14	-	-	-
CYP2A12	-	-	-
TFAP2A	+	TF	+
GPR4	-	-	-
EVPL	-	-	-
RASA4	-	-	-
DGKB	-	-	-
USH2A	-	-	-
FABP1	-	-	-
GBAS	-	-	-
OSBPL10	-	-	-
KIF7	-	-	-
PIM3	-	-	-
SHANK2	-	-	-
CERK	-	-	-
PRF1	-	-	-
RAG1	-	-	-
2210018M11RIK	-	-	-
KDM2B	+	CRF	+
EFCAB11	-	-	-
EFCAB9	-	-	-
CALN1	-	-	-
MRPL42	-	-	-
RAB8B	-	-	-
RABIF	-	-	-
RAB44	-	-	-
RAB40B	-	-	-
RAB12	-	-	-
SCAMP2	-	-	-
ALG13	-	-	-
DGKG	-	-	-
INTS8	-	-	-
RANGRF	-	-	-
CAPZA3	-	-	-
CCBL1	-	-	-
GALNT9	-	-	-
FBXL8	-	-	-
SLC39A2	-	-	-
FBXO45	-	-	-
FBXL4	-	-	-
DMXL1	-	-	-
FBXO15	-	-	-
KDM2A	+	CRF	-
FBXO28	-	-	-
FBXO31	-	-	-
FBXL7	-	-	-
LRRC29	-	-	-
CKS2	-	-	-
FBXL20	-	-	-
FBXO27	-	-	-
DMXL2	-	-	-
FBXO7	-	-	-
EPB4.1L2	-	-	-
UBE2R2	-	-	-
NOD1	-	-	-
CARD6	-	-	-
LAT2	-	-	-
FCER1A	-	-	-
GP6	-	-	-
SLX4	-	-	-
CCBL2	-	-	-
RHOT2	-	-	-
NAA25	-	-	-
FIZ1	+	TF	+
ATG14	-	-	-
MXD4	+	TF	+
HOXA13	+	TF	+
CD300A	-	-	-
KLRB1C	-	-	-
PVR	-	-	-
PPFIA4	-	-	-
SHPRH	-	-	-
SUN2	-	-	-
SUN1	-	-	-
HP	-	-	-
IGLL1	-	-	-
CKAP2	-	-	-
PCIF1	-	-	-
MAPK15	-	-	-
MAPK4	-	-	-
CCL20	-	-	-
MUL1	-	-	-
PURA	+	-	+
PURB	-	-	-
CER1	-	-	-
OFD1	-	-	-
KCNK1	-	-	-
NUBP2	-	-	-
CHPF	-	-	-
CHPF2	-	-	-
B3GAT3	-	-	-
BCORL1	-	-	-
USP38	-	-	-
ABCB10	-	-	-
ATF5	+	TF	+
UBAC1	-	-	-
GPC6	-	-	-
TNFRSF26	-	-	-
INHA	-	-	-
PPP2R2D	-	-	-
ASB4	+	-	+
PRMT6	-	-	-
HAL	-	-	-
PBX2	+	TF	+
HOXC4	+	TF	+
HOXA4	+	TF	+
HOXA10	+	TF	+
ENTPD5	-	-	-
ENTPD8	-	-	-
ENTPD6	-	-	-
RBM15	+	-	+
FHL1	+	TcF	-
INTS9	-	-	-
SAC3D1	-	-	-
PCID2	-	-	-
RFXANK	+	-	+
HS2ST1	-	-	-
HOXA11	+	TF	+
CTC1	-	-	-
TRMT10B	-	-	-
RASGRP2	-	-	-
MIF	-	-	-
SLC22A2	-	-	-
KLHL13	-	-	-
ENY2	+	TcF	-
SNTB1	-	-	-
DTNA	-	-	-
DTNB	-	-	-
ANKRD6	+	-	+
ATG2A	-	-	-
RSPO2	-	-	-
RSPO4	-	-	-
UBE2L3	-	-	-
TES	-	-	-
CNTNAP2	-	-	-
ARMC4	-	-	-
PPP1R9B	-	-	-
TBL1XR1	+	TcF	-
SLC26A7	-	-	-
E130309D02RIK	-	-	-
TXNDC5	-	-	-
CAMSAP2	-	-	-
CLDN5	-	-	-
GALNT12	-	-	-
GALNT10	-	-	-
MUC1	-	-	-
GALNT5	-	-	-
GALNT4	-	-	-
IFI47	-	-	-
HESX1	+	TF	+
NAGK	-	-	-
CDCP1	-	-	-
RAB3GAP1	-	-	-
TRMT10A	-	-	-
LASP1	-	-	-
TSFM	-	-	-
RASAL2	-	-	-
RASGRP1	-	-	-
RASA1	-	-	-
EPHB4	-	-	-
RASA3	-	-	-
RAPGEF2	-	-	-
PLCE1	-	-	-
OXSR1	-	-	-
PLXNC1	-	-	-
DYRK4	-	-	-
KLC2	-	-	-
CHD6	+	CRF	-
SLC30A1	-	-	-
USP46	-	-	-
USP12	-	-	-
USP35	-	-	-
CDC42BPB	-	-	-
IL22	-	-	-
IL22RA2	-	-	-
CD276	-	-	-
NPHP4	-	-	-
NKX6-1	+	TF	+
CCDC114	-	-	-
MSL1	-	-	-
ERI3	-	-	-
GNPNAT1	-	-	-
GFPT1	-	-	-
CTH	-	-	-
FUT8	-	-	-
MGAT2	-	-	-
DAGLB	-	-	-
SHC4	-	-	-
KIF27	-	-	-
MGAT4B	-	-	-
RLN1	-	-	-
AGAP2	-	-	-
PUS1	-	-	-
SSB	+	-	+
USP7	-	-	-
SFT2D2	-	-	-
CD226	-	-	-
ALG11	-	-	-
ALG2	-	-	-
MEOX2	+	TF	+
FEV	+	TF	-
ADAR	-	-	-
ATAD2	-	-	-
CDKN2AIP	-	-	-
DPH5	-	-	-
TBPL2	-	-	-
TBPL1	+	TcF	+
MCRS1	-	-	-
IAPP	-	-	-
FBLN2	-	-	-
PLA2G4F	-	-	-
KIF14	-	-	-
MED12L	-	-	-
AMD1	-	-	-
NARF	-	-	-
SMARCA1	+	CRF	+
SMARCA5	+	CRF	+
MEIG1	-	-	-
SCAF4	-	-	-
GZMK	-	-	-
TSC22D1	+	TF	-
CD3EAP	-	-	-
PSENEN	-	-	-
P2RY12	-	-	-
ATG16L2	-	-	-
SOS2	+	-	+
RRAS2	-	-	-
PIGK	-	-	-
PIGS	-	-	-
PIGO	-	-	-
ADAMTS13	-	-	-
ADAMTSL1	-	-	-
ADAMTS7	-	-	-
LIME1	-	-	-
MYO1F	-	-	-
FUT4	-	-	-
FUT9	-	-	-
HOXB8	+	TF	+
HOXA6	+	TF	+
UQCRFS1	-	-	-
1700021K19RIK	-	-	-
HAX1	+	-	+
PNLIP	-	-	-
PRDM15	+	TF	-
FAN1	-	-	-
CNPY4	-	-	-
MAEL	-	-	-
A1CF	-	-	-
KIFC5B	-	-	-
KIFC1	-	-	-
ACAT3	-	-	-
EYA3	+	CRF	+
LYL1	+	TF	+
BTNL9	-	-	-
STX11	-	-	-
GRN	-	-	-
ALAS1	-	-	-
DAGLA	-	-	-
LENG8	-	-	-
RNF139	-	-	-
EEF2K	-	-	-
GC	-	-	-
UTP3	-	-	-
HFE2	-	-	-
TOPORS	+	TcF	+
FAM58B	-	-	-
DOHH	-	-	-
DHPS	-	-	-
CD84	-	-	-
SKINT1	-	-	-
GBP7	-	-	-
IGTP	-	-	-
FOXC1	+	TF	+
PIWIL2	-	-	-
GM16381	-	-	-
RTKN	-	-	-
CHST13	-	-	-
MYF6	+	TF	+
FBXO38	-	-	-
PYGM	-	-	-
GNG5	-	-	-
DOCK3	-	-	-
CHMP7	-	-	-
LRPPRC	-	-	-
S100A13	-	-	-
TRMT112	-	-	-
PPP1R13L	+	TcF	-
NCAPD3	-	-	-
NCAPH2	-	-	-
TBCC	-	-	-
DOCK9	-	-	-
GFAP	-	-	-
S100B	-	-	-
UBAP1	-	-	-
USP14	-	-	-
GDF5	-	-	-
METAP1D	-	-	-
PLOD2	-	-	-
SPTLC3	-	-	-
MRPS26	-	-	-
CTNND2	-	-	-
KCNIP4	-	-	-
FLNC	-	-	-
KCNIP3	+	TcF	+
CARD10	-	-	-
RALGAPA2	-	-	-
CPA4	-	-	-
TEX19.1	-	-	-
ERC2	-	-	-
RAPGEF4	-	-	-
HSPA13	-	-	-
CD101	-	-	-
IMMP1L	-	-	-
NEK6	-	-	-
MTMR3	-	-	-
PEX2	+	TcF	-
CRB3	-	-	-
ANO1	-	-	-
PKD1	-	-	-
CACNA2D1	-	-	-
PUM2	-	-	-
SPN	-	-	-
UCN2	-	-	-
FHL4	-	-	-
CCNI	-	-	-
NAGS	-	-	-
EIF5A2	-	-	-
KRT17	-	-	-
CMYA5	-	-	-
CCR6	-	-	-
NEUROG1	+	TF	+
CCDC151	-	-	-
PIGM	-	-	-
MAP4K1	-	-	-
S1PR1	-	-	-
RPP25	-	-	-
TSKS	-	-	-
HK3	-	-	-
MSL2	-	-	-
TUBGCP6	-	-	-
PI4K2A	-	-	-
RLN3	-	-	-
SCAF8	-	-	-
SETX	-	-	-
CABYR	-	-	-
COL9A1	-	-	-
SCN2B	-	-	-
CATSPER4	-	-	-
NRIP1	+	TcF	+
DEFB1	-	-	-
CLDN8	-	-	-
LMOD1	-	-	-
TNNT1	-	-	-
TNNT3	-	-	-
TNNI2	-	-	-
TMOD1	-	-	-
TPM1	-	-	-
TNNI1	-	-	-
CHST14	-	-	-
FLNB	-	-	-
CATSPERB	-	-	-
EFR3B	-	-	-
MIS18BP1	+	-	+
UTP14B	-	-	-
GPR37	-	-	-
PTRH1	-	-	-
CATSPERG2	-	-	-
PIK3AP1	-	-	-
AASDHPPT	-	-	-
HSPA12A	-	-	-
LRCH1	-	-	-
HSPA12B	-	-	-
MRPS25	-	-	-
MRPS24	-	-	-
1700012L04RIK	-	-	-
NLGN2	-	-	-
NFATC2	+	TF	+
NFATC1	+	TF	+
LRRC4B	-	-	-
UQCRH	-	-	-
STAU2	-	-	-
CLDN4	-	-	-
HOXB3	+	TF	+
PRL2C1	-	-	-
GSTZ1	-	-	-
SAMHD1	-	-	-
UNC79	-	-	-
TAS2R102	-	-	-
TAS2R118	-	-	-
CCDC64B	-	-	-
CD200	-	-	-
STON2	-	-	-
INSM1	+	TF	+
MAFA	+	TF	+
JDP2	+	TF	+
GJB1	-	-	-
AQP4	-	-	-
GUF1	-	-	-
OPN1SW	-	-	-
POLDIP3	-	-	-
FBLN1	-	-	-
ATRNL1	-	-	-
FOXE1	+	TF	-
BICD1	-	-	-
NHLRC1	-	-	-
LSM14B	-	-	-
SKOR1	+	TcF	-
LBX1	+	TF	+
CNTNAP1	-	-	-
H2BFM	-	-	-
GM5382	-	-	-
GM4906	-	-	-
H2AFB1	-	-	-
ADAP1	-	-	-
QRFP	-	-	-
BC055111	-	-	-
CKAP2L	-	-	-
CCDC85A	-	-	-
GM996	-	-	-
CCDC85C	-	-	-
OAT	-	-	-
HIST1H2AA	-	-	-
HIST1H2AF	-	-	-
HIST1H2AK	-	-	-
PROK1	-	-	-
HIST1H1E	+	-	+
NHLH1	+	TF	+
SFR1	-	-	-
B3GALT6	-	-	-
TCF7	+	TF	+
TCF7L2	+	TF	+
TCF7L1	+	TF	+
TLE2	+	TcF	-
SIX3	+	TF	+
ELAVL2	+	-	+
ELAVL4	-	-	-
SPSB4	-	-	-
MAN2A2	-	-	-
2410016O06RIK	-	-	-
ONECUT1	+	TF	+
PER3	+	-	+
TACC3	-	-	-
SSTR2	-	-	-
TMEM173	-	-	-
TRIM56	-	-	-
PTRF	+	TcF	+
NAIP5	-	-	-
RABGGTB	-	-	-
PECAM1	-	-	-
CEACAM1	-	-	-
PAG1	-	-	-
MPZL1	-	-	-
ATP7A	-	-	-
TRMT10C	-	-	-
FERD3L	+	TF	-
NAT8L	-	-	-
SIX1	+	TF	+
PRDM9	+	TF	-
B3GNT8	-	-	-
FMR1	+	-	+
DOK7	-	-	-
BEGAIN	-	-	-
CEP170	-	-	-
GJA3	-	-	-
NAIP2	-	-	-
STAMBPL1	-	-	-
BARX2	+	TF	+
PTGS1	-	-	-
PPP3R1	-	-	-
LSM14A	-	-	-
SHB	-	-	-
EPHA5	-	-	-
TEAD1	+	TF	+
CPA2	-	-	-
CRB1	-	-	-
FCGR4	-	-	-
MRI1	-	-	-
KDM5D	+	TF	+
CD8B1	-	-	-
PPP1R3D	-	-	-
CCNDBP1	-	-	-
GDF6	-	-	-
CLK3	-	-	-
DAZAP1	-	-	-
MSI2	-	-	-
MSI1	-	-	-
FKTN	-	-	-
CHML	-	-	-
RABGGTA	-	-	-
ALKBH8	-	-	-
N6AMT1	-	-	-
FAT4	-	-	-
DNTT	-	-	-
TRIM32	+	TcF	+
E4F1	+	TF	+
MARCKS	-	-	-
HOXD10	+	TF	+
PPP1R13B	-	-	-
CCL27A	-	-	-
GABRA3	-	-	-
INSL5	-	-	-
PRLH	-	-	-
SUPT7L	+	TcF	-
ASAP2	-	-	-
GABRA5	-	-	-
STON1	-	-	-
SV2B	-	-	-
KCNQ2	-	-	-
MYO10	-	-	-
B3GALT5	-	-	-
VPS37A	-	-	-
GABRG2	-	-	-
OSGEP	-	-	-
RAB3D	-	-	-
RAB3C	-	-	-
KLF1	+	TF	+
S100A8	-	-	-
PARP3	-	-	-
LIF	-	-	-
LIFR	-	-	-
CNTFR	-	-	-
DNAJC5G	-	-	-
OSBPL9	-	-	-
SLC22A26	-	-	-
COX6B2	-	-	-
SUCLG1	-	-	-
OXCT2A	-	-	-
MSRA	-	-	-
ILF3	+	-	+
DNAIC1	-	-	-
ANXA7	-	-	-
KLHDC3	-	-	-
ELL	+	-	+
SCN5A	-	-	-
ATP2B4	-	-	-
KRIT1	-	-	-
NLGN3	-	-	-
SP100	+	TF	-
FBP1	-	-	-
EPHA3	-	-	-
RGS6	-	-	-
NR1D1	+	TF	+
CDS2	-	-	-
EPHA6	-	-	-
PTPN2	-	-	-
RBM39	+	TcF	+
ROBO4	-	-	-
AHCY	-	-	-
FSBP	-	-	-
TBL1X	+	TcF	+
RCOR1	+	TF	-
ANG	-	-	-
KLF13	+	TF	+
CUL9	-	-	-
PTPRA	-	-	-
GPSM1	-	-	-
FBXO30	-	-	-
BCL11B	+	TF	+
CYP4A12A	-	-	-
ST6GALNAC3	-	-	-
GPAT2	-	-	-
SERPINC1	-	-	-
FEZ2	-	-	-
PDE5A	-	-	-
NUAK2	-	-	-
STMN3	-	-	-
FARSB	-	-	-
WBP2	-	-	-
VPS4B	-	-	-
TJP2	-	-	-
TEAD3	+	TF	+
WWTR1	+	TcF	+
KLHDC10	-	-	-
NANOS2	-	-	-
AGFG1	-	-	-
COL8A1	-	-	-
RAD51AP1	-	-	-
CTDNEP1	-	-	-
AGPAT5	-	-	-
MFAP2	-	-	-
MFAP4	-	-	-
4930595M18RIK	-	-	-
SEPT7	-	-	-
KIF1C	-	-	-
ALOX5AP	-	-	-
EIF2AK1	-	-	-
CTCFL	+	TF	+
NACA	+	TcF	-
ELMO2	-	-	-
HPCAL1	-	-	-
MYO15	-	-	-
KCTD3	-	-	-
LRRC40	-	-	-
ST6GALNAC6	-	-	-
MINK1	-	-	-
GRIK1	-	-	-
NCALD	-	-	-
PTPRE	-	-	-
DTNBP1	-	-	-
ID1	+	TF	+
HES6	+	TF	+
TLE1	+	TcF	+
MPPE1	-	-	-
HIST1H2BH	+	-	+
HIST2H2AB	-	-	-
HIST1H2BB	+	-	+
HIST1H2BK	-	-	-
HIST1H2BP	+	-	+
PELI2	-	-	-
H2-Q1	-	-	-
SLC39A1	-	-	-
SLC30A6	-	-	-
SFT2D1	-	-	-
SFT2D3	-	-	-
ABCA12	-	-	-
GKAP1	-	-	-
MRVI1	-	-	-
ARL16	-	-	-
ATP9B	-	-	-
NRG1	-	-	-
UBE3B	-	-	-
SERPINA1B	-	-	-
CALCRL	-	-	-
SMYD1	+	TcF	+
FOXP1	+	TF	+
OSBPL1A	-	-	-
GULP1	-	-	-
SREK1	-	-	-
T	+	TF	+
SEPT11	-	-	-
TLR12	-	-	-
CD163	-	-	-
NLGN1	-	-	-
PPARGC1B	+	TcF	+
CACNA1G	-	-	-
AP3M1	-	-	-
STAU1	-	-	-
MSLN	-	-	-
GOLGA3	-	-	-
SAA1	-	-	-
MGA	+	TF	-
BCOR	+	TcF	+
ITGB1BP1	-	-	-
UPF3B	-	-	-
RAB4B	-	-	-
EVI5	-	-	-
EVI5L	-	-	-
SGCD	-	-	-
SGCB	-	-	-
UTRN	-	-	-
SGCA	-	-	-
SNTA1	-	-	-
PIWIL4	-	-	-
MICAL3	-	-	-
KLK1B3	-	-	-
KLK1B4	-	-	-
PIGT	-	-	-
SAG	-	-	-
PHF21B	-	-	-
CHD2	+	CRF	-
CFI	-	-	-
SGCG	-	-	-
COL13A1	-	-	-
IMPDH1	-	-	-
CCDC162	-	-	-
DCHS1	-	-	-
COX7A2L	-	-	-
IL1RAPL1	-	-	-
HOMER1	-	-	-
H2-Q2	-	-	-
RAB18	-	-	-
PRPF38A	-	-	-
ARHGEF26	-	-	-
CHERP	-	-	-
SIRT7	+	CRF	+
TTF1	+	TF	-
MYO1A	-	-	-
AGBL3	-	-	-
RNASE1	-	-	-
SP140	+	TF	-
ING2	+	TcF	+
NRP2	-	-	-
LHFPL5	-	-	-
AMD2	-	-	-
DPP10	-	-	-
MPDZ	-	-	-
MPP5	-	-	-
RPS6KA6	-	-	-
CSN2	-	-	-
NIF3L1	-	-	-
CYP2U1	-	-	-
GALT	-	-	-
HRC	-	-	-
PSME1	-	-	-
TNFRSF18	-	-	-
MAP4K3	-	-	-
GIT2	-	-	-
SERPINB5	-	-	-
LNX1	-	-	-
STK36	-	-	-
EEF1D	-	-	-
PPP1R3C	-	-	-
LYAR	-	-	-
BOLL	-	-	-
LCP1	-	-	-
GSG1	-	-	-
TPP2	-	-	-
TTC9C	-	-	-
6430573F11RIK	-	-	-
ARFGEF1	-	-	-
PUF60	+	TcF	-
KLHL3	-	-	-
SLC12A5	-	-	-
DPF2	+	-	+
KCNJ12	-	-	-
USP34	-	-	-
